Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2025-02-10,1880.300048828125,1905.0,1878.5999755859375,1905.0,3828734
2024-09-11,1888.6456298828125,1904.317167061319,1883.5535842428933,1893.1443337425083,5312946
2024-09-19,1872.8751220703125,1903.2295750864566,1857.648591225943,1889.090515649771,7976570
2025-02-11,1875.6500244140625,1903.0,1870.0,1883.0999755859375,4411601
2024-12-03,1892.0999755859375,1899.75,1871.1500244140625,1887.0,4715792
2024-09-09,1873.3201904296875,1899.2251844317982,1867.7337735849421,1868.722515656718,4772612
2025-01-31,1879.800048828125,1897.449951171875,1871.0,1871.0,5820470
2024-09-23,1875.099853515625,1897.2971854419584,1857.3024962257978,1887.5086147933428,3636672
2024-12-31,1880.0,1897.0,1845.050048828125,1892.300048828125,3613063
2024-09-26,1878.8570556640625,1896.3577414391902,1871.6886758963662,1876.4346859520194,8952803
2025-01-24,1875.449951171875,1894.9000244140625,1864.25,1865.5,4887027
2025-02-12,1863.1500244140625,1894.5999755859375,1847.0,1885.0,5633947
2024-09-20,1884.295166015625,1893.441029998647,1846.3769324522514,1883.553609476461,15242974
2025-01-01,1882.5,1892.949951171875,1874.0,1874.0,1838368
2025-02-01,1851.3499755859375,1890.5999755859375,1846.0,1880.300048828125,1701402
2024-10-03,1872.084228515625,1890.326471127003,1859.8238029111842,1868.228110367189,7503887
2024-09-24,1877.2255859375,1889.3871611325649,1850.3318511156947,1866.744944603828,7277616
2025-01-29,1881.25,1888.6500244140625,1840.5,1845.0,5145155
2024-10-01,1882.910888671875,1887.4590779382527,1853.891333799346,1853.891333799346,4029072
2025-01-30,1859.949951171875,1887.199951171875,1844.0,1873.1500244140625,7336056
2024-12-02,1879.800048828125,1882.800048828125,1835.199951171875,1859.0,2868263
2024-07-29,1850.0352783203125,1881.576174753072,1843.0152337045329,1872.281975079085,4635931
2024-08-27,1878.708740234375,1881.3289307993468,1852.8037468694145,1855.0284164761933,3830679
2024-11-12,1868.800048828125,1881.0,1861.0,1871.0999755859375,5012450
2024-09-25,1873.962890625,1880.1918932386473,1855.6711623585454,1865.113576694678,4268341
