Price,Close,High,Low,Open,Volume,SMA_50,SMA_200,rsi,macd,signal,Daily Return,Cumulative Return,Volatility,Upper Band,Lower Band,Position,Strategy Return,Cumulative Strategy Return,Cumulative Market Return
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,
2021-04-16,1234.016357421875,1249.6039102082548,1227.4987233809377,1244.271341001558,10879878,,,,,0,-0.005144108553474247,0.9772956349018366,,,,0,-0.0,1.0,0.9772956349018366
2021-04-19,1242.0380859375,1257.6711497646718,1214.5090852984706,1221.4824964320942,12508028,,,,,0,0.006500504201082169,0.9836485492822152,,,,0,0.0,1.0,0.9836485492822152
2021-04-20,1231.82861328125,1257.0331064521617,1223.6702485791636,1257.0331064521617,8560766,,,,,0,-0.00821993525950837,0.9755630218890061,,,,0,-0.0,1.0,0.9755630218890061
2021-04-22,1231.6007080078125,1244.0890657975606,1226.1770056850326,1235.6571904701025,6622446,,,,,0,-0.00018501378436930338,0.9753825292824356,,,,0,-0.0,1.0,0.9753825292824356
2021-04-23,1215.830810546875,1229.139477139151,1213.2784147516722,1224.2170631190802,7316262,,,27.63606796327312,,0,-0.012804391357038258,0.9628933496546855,,,,0,-0.0,1.0,0.9628933496546855
2021-04-26,1224.7186279296875,1231.7831726221118,1204.1630372506374,1214.4180214815758,7088606,,,33.57633024213557,,0,0.007310077443106522,0.9699321746101135,,,,0,0.0,1.0,0.9699321746101135
2021-04-27,1229.230712890625,1233.3327063707939,1221.6192583543836,1226.9518276238643,3636115,,,36.4293636168955,,0,0.0036841808869723103,0.9735055801894715,,,,0,0.0,1.0,0.9735055801894715
2021-04-28,1236.0673828125,1239.2578222224142,1225.6756436226115,1237.8904910467368,4879234,,,40.59300752629695,,0,0.005561746749557006,0.9789199716857659,,,,0,0.0,1.0,0.9789199716857659
2021-04-29,1236.386474609375,1247.9176570995496,1231.8743259832513,1247.0061029307406,5412357,,,40.787939421966456,,0,0.000258150810636959,0.9791726806700053,,,,0,0.0,1.0,0.9791726806700053
2021-04-30,1234.5631103515625,1252.3840351670503,1226.8605237313238,1227.2251675779985,8354677,,,39.980634677110324,,0,-0.0014747526726127669,0.9777286431422378,,,,0,-0.0,1.0,0.9777286431422378
2021-05-03,1232.4666748046875,1240.6250388904148,1219.6592961317965,1222.2116919336243,4560337,,,39.02424901951415,,0,-0.0016981193827166896,0.9760683431822808,,,,0,-0.0,1.0,0.9760683431822808
2021-05-04,1211.8199462890625,1235.11008492509,1206.9886654343336,1234.2441531085276,4887060,,,31.127011323257847,,0,-0.0167523625082171,0.9597168924644963,0.01111497541765978,,,0,-0.0,1.0,0.9597168924644963
2021-05-05,1222.849609375,1225.0373610837041,1210.3613649180609,1222.4849655446035,3939788,,,38.30919897192558,,0,0.009101734230166247,0.9684519805559092,0.010446752684797809,,,0,0.0,1.0,0.9684519805559092
2021-05-06,1241.1719970703125,1243.9977924271402,1219.1124331282124,1226.0402217921512,4810090,,,48.008579670294715,,0,0.01498335327160727,0.9829626387071662,0.011136112707587093,,,0,0.0,1.0,0.9829626387071662
2021-05-07,1232.922607421875,1251.6094674564054,1229.2307686128904,1244.5449228092048,4991435,,,44.60794305800943,,0,-0.00664645163435007,0.9764294250706259,0.010578372877871134,,,0,-0.0,1.0,0.9764294250706259
2021-05-10,1221.0723876953125,1233.2416131592327,1216.970394082281,1230.4613285342543,7195348,,,40.20255388179963,,0,-0.009611487091912507,0.9670444862553961,0.010438214362491918,,,0,-0.0,1.0,0.9670444862553961
2021-05-11,1212.95947265625,1222.3940352372351,1207.9003029450082,1218.6566857213006,6420988,,,37.47397183686046,-10.92014258645736,0,-0.006644090162725824,0.9606193554973483,0.010406749607010884,,,0,-0.0,1.0,0.9606193554973483
2021-05-12,1209.63232421875,1212.3669865945271,1198.237897653012,1212.3669865945271,5241898,,,36.38336998814605,-11.677513805142326,0,-0.0027430004979588363,0.9579843761268703,0.010288541444655092,,,0,-0.0,1.0,0.9579843761268703
2021-05-14,1199.9698486328125,1209.4955445408755,1195.3209449421486,1209.4955445408755,4824609,,,33.34802833688711,-12.908614506920458,0,-0.007987944264120195,0.9503320503244709,0.009598870272693676,,,0,-0.0,1.0,0.9503320503244709
2021-05-17,1211.8199462890625,1216.879004376958,1203.5248268943994,1203.5248268943994,5017129,,,39.963190109017056,-12.78073844021469,0,0.009875329509113406,0.9597168924644963,0.008320101640615966,,,0,0.0,1.0,0.9597168924644963
2021-05-18,1221.482421875,1225.6755482326694,1211.9111043901587,1219.6593137826494,5620150,,,44.776079358087046,-11.764105424513218,0,0.007973524132464327,0.9673692182668957,0.008502207728982098,,,0,0.0,1.0,0.9673692182668957
2021-05-19,1218.747802734375,1237.3890391268567,1215.3294749406175,1223.305573126052,4435878,,,43.70814692106906,-11.051680452779692,0,-0.0022387707687412384,0.9652035003384597,0.008347962602199917,,,0,-0.0,1.0,0.9652035003384597
2021-05-20,1220.84423828125,1229.777400143166,1216.9245118235845,1229.139356893627,4490092,,,44.79518319434088,-10.200330639816002,0,0.0017201553448313867,0.9668638002984169,0.0081843280265251,,,0,0.0,1.0,0.9668638002984169
2021-05-21,1234.7000732421875,1237.434735641395,1227.2708848029342,1228.3191943107033,4969733,,,51.46601934574847,-8.311766822065238,0,0.011349388010746031,0.977837112721548,0.008597423126555767,,,0,0.0,1.0,0.977837112721548
2021-05-24,1228.820556640625,1242.448246010722,1226.1314052647197,1236.659899694538,4225371,,,48.772783153453304,-7.206423083244545,0,-0.004761898641605811,0.9731807515027676,0.008134722449490614,,,0,-0.0,1.0,0.9731807515027676
2021-05-25,1241.1719970703125,1247.005965361831,1234.6543632276089,1237.8904246793616,4099340,,,54.19556422430627,-5.272988460623765,0,0.01005145980260469,0.9829626387071663,0.008276259239499553,,,0,0.0,1.0,0.9829626387071663
2021-05-26,1273.6688232421875,1276.1755967357756,1241.582167033732,1246.914735665356,6850024,,,64.76409774233954,-1.105758808556402,0,0.026182371378488334,1.0086989315649761,0.010043510691569864,,,0,0.0,1.0,1.0086989315649761
2021-05-27,1278.226806640625,1290.9885647386593,1268.6098658501262,1280.0042927233712,15365391,,,65.95077045411443,2.5353657632642808,0,0.003578625240142852,1.0123086870211797,0.01001442378146497,,,0,0.0,1.0,1.0123086870211797
2021-05-28,1280.779052734375,1288.9374169104367,1272.6205772846265,1285.0633122273607,4261312,,,66.62849902094558,5.562803611761865,0,0.001996708315371354,1.0143299721942776,0.010008557902629096,,,0,0.0,1.0,1.0143299721942776
2021-05-31,1284.188232421875,1291.3290100371355,1274.2832828265134,1291.3290100371355,4429904,,,67.5574140599661,8.143291432672868,0,0.0026618015654000793,1.0170299173020965,0.009979746762253107,,,0,0.0,1.0,1.0170299173020965
2021-06-01,1278.153076171875,1290.8683122458738,1270.2752535282752,1289.946921587597,4791325,,,64.15301371347383,9.590803142131108,0,-0.00469958850083696,1.0122502951977363,0.010060832540369375,,,0,-0.0,1.0,1.0122502951977363
2021-06-02,1270.275146484375,1282.5295737221304,1257.6981425638494,1272.2100442088167,9272276,,,59.90908061869278,9.987157775414516,0,-0.006163525976946915,1.006011264208113,0.009277413028165244,,,0,-0.0,1.0,1.006011264208113
2021-06-03,1280.41064453125,1289.0256253221073,1268.80114388171,1278.9824439165584,5115645,,,63.27519338234554,10.992408027163037,0,0.007978978471653297,1.0140382064274702,0.009238032608325088,,,0,0.0,1.0,1.0140382064274702
2021-06-04,1276.72509765625,1287.0907434510505,1269.3539717577253,1284.3725732912962,4194328,,,61.26096816360442,11.360723909277795,0,-0.002878410055977998,1.0111193886569434,0.008804924169996111,,,0,-0.0,1.0,1.0111193886569434
2021-06-07,1280.41064453125,1282.5758902418681,1269.0314915631473,1281.6544995161196,5154576,,,62.54498067896006,11.81382728376343,0,0.002886719217602751,1.0140382064274702,0.008599207968551122,,,0,0.0,1.0,1.0140382064274702
2021-06-08,1301.8790283203125,1309.9873119916688,1285.8469190885864,1286.2614999404746,7360630,,,68.99221350469604,13.746769918926475,0,0.01676679577817941,1.031040377945911,0.008757881741978285,,,0,0.0,1.0,1.031040377945911
2021-06-09,1304.04443359375,1312.9818792910694,1294.1854846294837,1302.293768593136,5394317,,,69.56134588748594,15.277264199981573,0,0.0016632922309465226,1.0327552993963405,0.008455962020217669,,,0,0.0,1.0,1.0327552993963405
2021-06-10,1312.3367919921875,1316.6672832032866,1307.4533763929069,1312.0603297980967,3496575,,,71.7032620243284,16.963768204672533,0,0.006358953870601702,1.0393225427048212,0.008337282487654092,,,0,0.0,1.0,1.0393225427048212
2021-06-11,1333.1602783203125,1337.4907697894284,1317.0819424935607,1317.68086896681,6140828,,,76.22720676583415,19.75291676780307,0,0.01586748649827463,1.0558139791185424,0.008220153645608836,,,0,0.0,1.0,1.0558139791185424
2021-06-14,1346.8890380859375,1360.8941324415248,1339.1953353738832,1355.3657879630894,7132294,,,78.65062629992521,22.80821437813711,0,0.010297906402463752,1.0666866526539178,0.008233042970925667,,,0,0.0,1.0,1.0666866526539178
2021-06-15,1358.037841796875,1359.972739866835,1347.9946601796607,1348.9160509248281,5403104,1258.3095092773438,,80.39816487138413,25.831406655161345,0,0.008277447804297955,1.075516095744802,0.00823845855817834,1336.991789052225,1179.6272295024626,0,0.0,1.0,1.075516095744802
2021-06-16,1364.2110595703125,1372.3653448400291,1352.1408637921688,1356.9320504832872,7661710,1260.3400341796876,,81.31040572288015,28.398080009056685,0,0.004545689069510361,1.0804050575053117,0.008047223932441618,1344.5304803799477,1176.1495879794275,0,0.0,1.0,1.0804050575053117
2021-06-17,1377.7554931640625,1384.527691992039,1359.143334424717,1359.143334424717,7677951,1262.1911401367188,,83.16196694318566,31.165849219626352,0,0.009928400373778068,1.091131751482079,0.00804373656641491,1352.463026653944,1171.9192536194935,0,0.0,1.0,1.091131751482079
2021-06-18,1385.126708984375,1396.6440929396283,1370.4765740984021,1390.3785910781894,13533974,1264.1687036132812,,84.08598594444803,33.567180213919755,0,0.0053501625338354675,1.0969694836983368,0.007948757190545818,1360.706429467687,1167.6309777588754,0,0.0,1.0,1.0969694836983368
2021-06-21,1382.362548828125,1387.4301978124022,1367.5280681854965,1375.6363515501214,5454052,1265.7418603515625,,82.26291981131428,34.845530123321396,0,-0.001995600935510655,1.0947803703704417,0.007777625634015257,1367.3401976648581,1164.143523038267,0,-0.0,1.0,1.0947803703704417
2021-06-22,1393.0045166015625,1401.849844885735,1384.020957216577,1391.0235040884447,6427862,1267.3519262695313,,83.72584052798365,36.29891816391523,0,0.007698391266791171,1.103208418012756,0.0077296925110912915,1374.3811809223844,1160.3226716166782,0,0.0,1.0,1.103208418012756
2021-06-23,1384.9884033203125,1405.1207668953666,1380.8421453196377,1405.1207668953666,5529809,1268.7797924804688,,78.47536549676023,36.38448758452091,0,-0.0057545493828020655,1.0968599506917787,0.0065020215835866054,1380.1442142146184,1157.4153707463192,0,-0.0,1.0,1.0968599506917787
2021-06-24,1436.63232421875,1445.4316503308628,1392.4055709337258,1397.7496819454464,10785137,1271.51947265625,,85.00119564902347,40.15663409587364,0,0.037288341746853915,1.137760039381611,0.00983990720627255,1392.3233231401696,1150.7156221723303,0,0.0,1.0,1.137760039381611
2021-06-25,1450.453125,1453.9544544809235,1421.705781536163,1448.426110547536,9780240,1275.0569799804687,,86.20643981442214,43.75690810189508,0,0.009620276913068881,1.1487056060210863,0.009828243552528383,1406.0371322608823,1144.076827700055,0,0.0,1.0,1.1487056060210863
2021-06-28,1448.241943359375,1455.9355331888175,1437.9223000624263,1449.2554506317624,5019178,1279.213876953125,,85.02920683037814,45.90259081788008,0,-0.0015244764567107216,1.1469544313690154,0.009953250548188271,1418.6255526982638,1139.8022012079862,0,-0.0,1.0,1.1469544313690154
2021-06-29,1440.179931640625,1449.9466516034265,1436.6324870891565,1438.2910355151537,5913567,1283.3371484375,,80.70197120913832,46.417451374858274,0,-0.0055667575129395575,1.1405696141711927,0.010004417432369751,1429.3322488432714,1137.3420480317286,0,-0.0,1.0,1.1405696141711927
2021-06-30,1456.534423828125,1465.9325637220447,1448.472255422991,1448.472255422991,6058722,1287.6270751953125,,82.63282711607707,47.59649020368897,0,0.011355867296990674,1.1535217713527006,0.009640745694050797,1441.0838389008595,1134.1703114897655,0,0.0,1.0,1.1535217713527006
2021-07-01,1437.738037109375,1452.8948687796883,1436.4941821883908,1452.8948687796883,4814317,1291.745263671875,,73.52725461105689,46.47840156832922,0,-0.012904869539127395,1.1386357233828508,0.010601742376647766,1450.064714234459,1133.4258131092909,0,-0.0,1.0,1.1386357233828508
2021-07-02,1444.556396484375,1446.0766011724793,1421.3372831662664,1436.4019987418803,5166064,1296.0043774414062,,74.61980095641114,45.61665251278146,0,0.004742421219312343,1.1440356135984886,0.010406135400934923,1459.1053766886346,1132.9033781941778,0,0.0,1.0,1.1440356135984886
2021-07-05,1454.8297119140625,1460.4041702983543,1438.3369093710053,1445.8001510902595,4058338,1300.78435546875,,76.21274538571166,45.24116884242403,0,0.0071117440999117765,1.1521717021235867,0.01037721511508684,1468.2453450165099,1133.32336592099,0,0.0,1.0,1.1521717021235867
2021-07-06,1439.3966064453125,1462.0167946899492,1434.697536044084,1449.9926002306815,4089574,1305.0779150390624,,69.18751283017407,43.20028668332702,0,-0.010608186884254134,1.1399492493847105,0.0107445670738009,1475.559734172523,1134.596095905602,0,-0.0,1.0,1.1399492493847105
2021-07-07,1441.6077880859375,1447.0901299365482,1423.2260896134326,1442.943872012725,4797120,1309.3254565429688,,69.61961078560236,41.28538453361898,0,0.0015361865039307254,1.1417004240367814,0.010746736483914986,1482.653068541465,1135.9978445444726,0,0.0,1.0,1.1417004240367814
2021-07-08,1438.060546875,1452.1117551657858,1427.2342060607882,1444.7406295050457,3326813,1313.3653198242187,,67.97280778225175,39.03164555011381,0,-0.0024606146278158825,1.138891139272813,0.010871770218217018,1489.122597164892,1137.6080424835452,0,-0.0,1.0,1.138891139272813
2021-07-09,1440.04150390625,1446.4912386108886,1429.076932413475,1433.6838857739313,3436594,1317.4384204101561,,68.42203209793082,36.9791156190895,0,0.0013775199073187139,1.14045998448943,0.010562618703297277,1495.3404129600199,1139.5364278602924,0,0.0,1.0,1.14045998448943
2021-07-12,1426.1746826171875,1453.9546368620095,1413.1830952389778,1447.0903206067856,4588982,1321.2706518554687,,61.87906578439172,33.84340852620721,0,-0.009629459464499779,1.129477971297905,0.010864465846694373,1500.1384436392718,1142.4028600716656,0,-0.0,1.0,1.129477971297905
2021-07-13,1423.5023193359375,1434.0523088708458,1415.5323808670455,1434.0523088708458,4456160,1325.0913647460939,,60.67488705049159,30.787798108764264,0,-0.001873798009333516,1.127361557723701,0.010838064885499304,1504.3774638081609,1145.8052656840268,0,-0.0,1.0,1.127361557723701
2021-07-14,1452.9410400390625,1458.3772677489385,1417.1910353303938,1431.8411701843131,5657716,1329.9137866210938,,68.0507935301824,30.39133122117346,0,0.020680486644277574,1.150675943361478,0.011580344265915914,1509.734622109557,1150.0929511326306,0,0.0,1.0,1.150675943361478
2021-07-15,1456.534423828125,1471.322676675159,1433.6838901015094,1435.4345548786566,10021355,1334.5874829101563,,68.81956446329632,30.02102075713242,0,0.002473179358307487,1.1535217713527006,0.011472479483428236,1515.1960129131078,1153.9789529072048,0,0.0,1.0,1.1535217713527006
2021-07-16,1433.1771240234375,1450.8678930061014,1427.7870109056578,1450.0386188784928,6265593,1338.4275854492187,,58.89876284154154,27.525511198240338,0,-0.01603621543203826,1.1350236477217424,0.012200363039152772,1519.09399323677,1157.7611776616673,0,-0.0,1.0,1.1350236477217424
2021-07-19,1420.508056640625,1430.8277003971154,1416.6843750551855,1423.2722288562902,5669162,1342.1792944335937,,54.324342992372706,24.246020998220274,0,-0.00883984761579637,1.1249902116355568,0.012405992048664067,1521.6902936775805,1162.6682951896069,0,-0.0,1.0,1.1249902116355568
2021-07-20,1428.20166015625,1435.2502088373953,1417.0988575375195,1417.3753197296792,5069939,1346.3218798828125,,56.532182612633115,22.01404666613803,0,0.0054160928406274955,1.1310832630665721,0.012355734751810633,1523.9758314559265,1168.6679283096985,0,0.0,1.0,1.1310832630665721
2021-07-22,1465.1954345703125,1467.637142400905,1438.6594501047052,1438.6594501047052,7854575,1351.3665991210937,,65.23417637946159,22.965546824561216,0,0.02590234659859947,1.1603809737783974,0.0133864492119239,1527.8849176420645,1174.848280600123,0,0.0,1.0,1.1603809737783974
2021-07-23,1465.4256591796875,1472.8428986229605,1460.4502398363973,1463.6751069900915,4179719,1356.4824658203124,,65.28075953818343,23.467674019235574,0,0.00015712894262631671,1.160563303213851,0.010664737868699176,1531.0505135711073,1181.9144180695175,0,0.0,1.0,1.160563303213851
2021-07-26,1477.8184814453125,1484.95925896066,1468.788808113547,1468.788808113547,4586710,1362.0394384765625,,67.78319047612922,24.582241842301073,0,0.008456807200006411,1.170377963312533,0.01061858164788793,1533.9408749877382,1190.1380019653868,0,0.0,1.0,1.170377963312533
2021-07-27,1476.57470703125,1482.794094238376,1472.290217793673,1478.8320692499822,5892859,1367.3345336914062,,67.25922840938094,25.076120760762933,0,-0.0008416286774585169,1.1693929396551437,0.010611172259798126,1536.6402715564989,1198.0287958263136,0,-0.0,1.0,1.1693929396551437
2021-07-28,1479.385009765625,1481.2277913205085,1460.8650776339373,1478.924314376904,4686788,1372.4925854492187,,67.86369178827135,25.401478869299808,0,0.0019032580749167582,1.171618596210293,0.010497897319438952,1539.3584116609886,1205.6267592374488,0,0.0,1.0,1.171618596210293
2021-07-29,1489.8885498046875,1492.6527215111896,1474.3170266965049,1474.3170266965049,4660873,1377.915400390625,,70.08656476907487,26.20480275951104,-1,0.007099936777598348,1.1799370141708445,0.010327125070766004,1541.9874369882552,1213.843363792995,-1,-0.007099936777598348,0.9929000632224017,1.1799370141708445
2021-07-30,1483.899658203125,1495.7856202142018,1479.8916313262764,1483.43896287304,6234257,1383.1765087890626,,67.23105260568121,26.057811004315226,0,-0.0040196910046376155,1.175194031968943,0.009870186708140827,1543.518708277716,1222.8343093004091,-1,0.0040196910046376155,0.9968912146750407,1.175194031968943
2021-08-02,1503.2950439453125,1506.2434492001814,1491.915778802808,1499.5172520897947,5553389,1388.548408203125,,71.30809540785532,27.19290167122449,0,0.013070550717474871,1.1905544651666669,0.01017935438781085,1546.5675757013423,1230.5292407049078,-1,-0.013070550717474871,0.9838612974938254,1.1905544651666669
2021-08-03,1525.0859375,1528.2648030994583,1507.0267011398894,1517.5305782749354,5513668,1394.4737158203125,,75.06216882234226,29.51063200241083,0,0.01449542033844442,1.2078120525750695,0.01050162610936612,1550.248867413483,1238.698564227142,-1,-0.01449542033844442,0.9695998144319251,1.2078120525750695
2021-08-04,1519.6036376953125,1547.8442856231945,1510.205497386023,1537.8932209049858,6740391,1400.0423486328125,,72.49231867192022,30.552879633565908,0,-0.0035947481187023067,1.2034702724713293,0.010155324119505992,1553.3362095577718,1246.7484877078532,-1,0.0035947481187023067,0.9730852815407482,1.2034702724713293
2021-08-05,1523.5655517578125,1535.0368203414143,1517.576512542795,1519.8338746417546,5420536,1405.040283203125,,73.20623511744591,31.33732457311953,0,0.002607202275791254,1.2066079629045636,0.010151333893492482,1557.8110443250841,1252.2695220811659,-1,-0.002607202275791254,0.9705482513801762,1.2066079629045636
2021-08-06,1520.478759765625,1530.1073592522857,1514.766182897758,1526.7442609863654,3754855,1409.885322265625,,71.64606223515017,31.348557861733525,0,-0.002026031626027547,1.2041633370115024,0.010139900710427115,1561.6026361084707,1258.1680084227794,-1,0.002026031626027547,0.9725146128320581,1.2041633370115024
2021-08-09,1532.5491943359375,1536.3728757564772,1516.977669031001,1530.4299507388728,5018477,1414.9207250976563,,73.98119818780881,31.962994018117115,0,0.007938574934235332,1.213722677895427,0.010196109908351124,1565.8586061603164,1263.982844034996,-1,-0.007938574934235332,0.9647942327034519,1.213722677895427
2021-08-10,1545.402587890625,1547.9364123751677,1530.4761031896458,1536.879723715345,6846517,1420.1450122070312,,76.22648473587266,33.10548115904112,0,0.008386937008085349,1.2239020935402207,0.009793988791748408,1570.6956644325664,1269.594359981496,-1,-0.008386937008085349,0.956702564248004,1.2239020935402207
2021-08-11,1545.6788330078125,1551.621757338008,1536.8795078621124,1543.145008879143,4899639,1425.49552734375,,76.27387321998519,33.645358373853696,0,0.00017875285013246867,1.2241208695277241,0.009739052080591972,1574.4560045022315,1276.5350501852683,-1,-0.00017875285013246867,0.9565315509379156,1.2241208695277241
2021-08-12,1556.78173828125,1563.1393567452194,1542.408065541702,1547.1532502453977,5659579,1431.2256591796875,,78.15835309066907,34.57061805543253,0,0.007183190347396895,1.2329139627417627,0.00897223600197905,1577.8388453805303,1284.6124729788446,-1,-0.007183190347396895,0.9496606027342378,1.2329139627417627
2021-08-13,1577.60498046875,1587.095348879986,1558.3480064183516,1563.5998879821982,5612790,1437.1695458984375,,81.17782421229016,36.5626827889439,0,0.013375826344474984,1.249405205805075,0.009234233666406631,1582.921423570081,1291.417668226794,-1,-0.013375826344474984,0.9369581074258752,1.249405205805075
2021-08-16,1570.418212890625,1584.7457697081504,1557.242281886615,1573.4587344861675,4564109,1443.043408203125,,77.21055123308582,37.133445120489114,0,-0.004555492450327825,1.2437135498226297,0.008221832794847714,1586.0495858814888,1300.037230524761,-1,0.004555492450327825,0.9412264130105272,1.2437135498226297
2021-08-17,1604.7401123046875,1611.4201947845895,1553.9715079523235,1569.957613874854,9510390,1449.5299975585938,,81.78809454506151,39.895379719596576,0,0.02185526067663668,1.2708952336610684,0.008440107740888197,1591.8474094576293,1307.2125856595583,-1,-0.02185526067663668,0.9206556643984465,1.2708952336610684
2021-08-18,1597.1844482421875,1617.5011554234093,1591.2415240194973,1593.084305170649,6686090,1455.4361059570313,,78.07042164250417,41.001909355283715,0,-0.004708341247635861,1.264911425210998,0.008783064647191361,1597.2527258221357,1313.6194860919268,-1,0.004708341247635861,0.9249904254380032,1.264911425210998
2021-08-20,1596.723876953125,1607.8266792408122,1581.1984670438835,1581.1984670438835,6206972,1461.2896948242187,,77.83815730270432,41.36484957265998,0,-0.000288364496392024,1.2645466696648866,0.007455687819431141,1601.7556840544814,1320.823705593956,-1,0.000288364496392024,0.9252571598362022,1.2645466696648866
2021-08-23,1602.068115234375,1615.3361641041759,1595.848727871136,1599.3039430729355,6189051,1467.0843212890625,,78.63252725037911,41.604131149192426,0,0.003347002170123403,1.2687791101124772,0.007395515083032207,1606.3692926264457,1327.7993499516792,-1,-0.003347002170123403,0.9221603221143082,1.2687791101124772
2021-08-24,1585.5750732421875,1618.883367643922,1578.0657169702367,1612.4336331114762,7602939,1472.1326171875,,70.26227097899168,40.00179705565483,0,-0.01029484441725792,1.2557172265740024,0.008028157253173903,1609.894274462308,1334.3709599126921,-1,0.01029484441725792,0.9316538191582434,1.2557172265740024
2021-08-25,1599.1195068359375,1609.5772676903937,1582.9490567553262,1582.9490567553262,6153253,1477.1772265625,,72.82094866483625,39.37101379833189,0,0.008542284640016717,1.2664439205507698,0.008031853223728663,1614.6919518546335,1339.6625012703664,-1,-0.008542284640016717,0.923695367049035,1.2664439205507698
2021-08-26,1591.8865966796875,1608.7480907303855,1584.7919335946524,1597.6914028215856,5302248,1481.8542016601561,,69.38753488153355,37.851153583710584,0,-0.004523057923645268,1.2607157213410702,0.008246859547245897,1618.7353545707817,1344.9730487495306,-1,0.004523057923645268,0.9278732946980005,1.2607157213410702
2021-08-27,1574.4725341796875,1591.886729105138,1571.155437551549,1589.3990191084895,6698514,1486.0594311523437,,61.82906007265778,34.839871750788234,0,-0.010939260708848098,1.2469244233855767,0.00882224415004394,1621.095499396885,1351.0233629078023,-1,0.010939260708848098,0.9380235425734798,1.2469244233855767
2021-08-30,1564.5673828125,1583.5480070354047,1557.5187220947423,1569.174335899343,6559667,1489.7956689453124,,57.96149198051711,31.293415256947583,0,-0.006291091874999322,1.2390799072768774,0.008928655017558065,1622.9248354710144,1356.6665024196104,-1,0.006291091874999322,0.9439247348607217,1.2390799072768774
2021-08-31,1572.306884765625,1580.1848190867056,1553.3262616201703,1566.5021916903752,12255438,1493.5392724609376,,60.06358063961553,28.775628527185745,0,0.004946736099797899,1.2452093085847382,0.008610584832193771,1625.1736221420504,1361.9049227798248,-1,-0.004946736099797899,0.939255388299294,1.2452093085847382
2021-09-01,1545.8631591796875,1575.1173122441817,1541.6247846951537,1575.1173122441817,7801974,1496.8092846679688,,50.72973454231256,24.36560521892511,0,-0.016818425106546075,1.2242668490863318,0.009105577648502478,1625.255573275086,1368.3629960608516,-1,0.016818425106546075,0.9550521847033256,1.2242668490863318
2021-09-02,1556.3209228515625,1561.1122217114003,1531.9501851734024,1545.4945827249737,6830050,1500.0756127929687,,53.78819727214592,21.467025595463383,0,0.006764999611883038,1.2325490138452422,0.009142033589830532,1626.0295276505885,1374.121697935349,-1,-0.006764999611883038,0.9485912570444796,1.2325490138452422
2021-09-03,1566.9630126953125,1571.8463155973002,1551.9904148117053,1562.7246382508415,5339139,1503.7151049804688,,56.731677542816016,19.800361825637992,0,0.006837979036001807,1.2409771581627607,0.00922405870890075,1626.5740167600486,1380.856193200889,-1,-0.006837979036001807,0.9421048099150748,1.2409771581627607
2021-09-06,1594.3743896484375,1595.8485921809677,1565.7651652203117,1571.1092759344829,4876026,1506.8699462890625,,63.22859128505688,20.4555885227403,0,0.017493314603498566,1.2626859620062574,0.00984887746464877,1630.7944393409434,1382.9454532371815,-1,-0.017493314603498566,0.9256242740857612,1.2626859620062574
2021-09-07,1572.491455078125,1598.5207422608962,1570.0497472368866,1594.0059053520033,3520341,1509.310712890625,,55.999546041461684,18.990183450499444,0,-0.013725091617369567,1.245355481493755,0.010386783685302763,1633.506784780841,1385.114641000409,-1,0.013725091617369567,0.9383285520508495,1.245355481493755
